Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core,Jurisdiction_State
2009-2010,WA,Unclassified materials,Recycling,Recycling,0,Core waste,Western Australia
2008-2009,ACT,Biosolids,Other disposal,Disposal,20899.7672,Core waste,Australian Capital Territory
2008-2009,ACT,Biosolids,Recycling,Recycling,0,Core waste,Australian Capital Territory
2008-2009,ACT,Building and demolition materials,Landfill,Disposal,12003,Core waste,Australian Capital Territory
2008-2009,ACT,Building and demolition materials,Recycling,Recycling,199180,Core waste,Australian Capital Territory
2008-2009,ACT,Glass,Landfill,Disposal,6872,Core waste,Australian Capital Territory
2008-2009,ACT,Glass,Recycling,Recycling,14235,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Energy from waste facility,Energy recovery,956.3546946,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Landfill,Disposal,21158.82325,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Other disposal,Disposal,209.9183636,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Recycling,Recycling,4561.808407,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Treatment,Disposal,841.9536402,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Treatment,Energy recovery,139.5147605,Core waste,Australian Capital Territory
2008-2009,ACT,Hazardous wastes,Treatment,Recycling,1229.19452,Core waste,Australian Capital Territory
2008-2009,ACT,Metals,Landfill,Disposal,6483,Core waste,Australian Capital Territory
2008-2009,ACT,Metals,Recycling,Recycling,33479,Core waste,Australian Capital Territory
2008-2009,ACT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2008-2009,ACT,Organics,Landfill,Disposal,65806,Core waste,Australian Capital Territory
2008-2009,ACT,Organics,Landfill,Energy recovery,16394,Core waste,Australian Capital Territory
2008-2009,ACT,Organics,Recycling,Recycling,203249,Core waste,Australian Capital Territory
2008-2009,ACT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2008-2009,ACT,Paper & cardboard,Landfill,Disposal,23795,Core waste,Australian Capital Territory
2008-2009,ACT,Paper & cardboard,Landfill,Energy recovery,11824,Core waste,Australian Capital Territory
2008-2009,ACT,Paper & cardboard,Recycling,Recycling,50676,Core waste,Australian Capital Territory
2008-2009,ACT,Plastics,Landfill,Disposal,24477,Core waste,Australian Capital Territory
2008-2009,ACT,Plastics,Recycling,Recycling,1246,Core waste,Australian Capital Territory
2008-2009,ACT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2008-2009,ACT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,15240,Core waste,Australian Capital Territory
2008-2009,ACT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,7515,Core waste,Australian Capital Territory
2008-2009,ACT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,5923,Core waste,Australian Capital Territory
2008-2009,ACT,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2008-2009,ACT,Unclassified materials,Landfill,Disposal,0,Core waste,Australian Capital Territory
2008-2009,ACT,Unclassified materials,Landfill,Energy recovery,0,Core waste,Australian Capital Territory
2008-2009,ACT,Unclassified materials,Recycling,Recycling,1053,Core waste,Australian Capital Territory
2008-2009,NSW,Ash,Other disposal,Long-term storage,4478830.465,Non-core waste,New South Wales
2008-2009,NSW,Ash,Recycling,Recycling,2169733.159,Non-core waste,New South Wales
2008-2009,NSW,Biosolids,Other disposal,Disposal,82489.81601,Core waste,New South Wales
2008-2009,NSW,Biosolids,Recycling,Recycling,325617.6948,Core waste,New South Wales
2008-2009,NSW,Building and demolition materials,Landfill,Disposal,1676410,Core waste,New South Wales
2008-2009,NSW,Building and demolition materials,Recycling,Recycling,4504947,Core waste,New South Wales
2008-2009,NSW,Glass,Landfill,Disposal,161072,Core waste,New South Wales
2008-2009,NSW,Glass,Recycling,Recycling,455846,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Energy from waste facility,Energy recovery,27479.56064,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Landfill,Disposal,601154.1777,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Other disposal,Disposal,1743.454205,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Recycling,Recycling,110500.7667,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Treatment,Disposal,119419.2932,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Treatment,Energy recovery,38192.56588,Core waste,New South Wales
2008-2009,NSW,Hazardous wastes,Treatment,Recycling,283390.3511,Core waste,New South Wales
2008-2009,NSW,Metals,Landfill,Disposal,206369,Core waste,New South Wales
2008-2009,NSW,Metals,Recycling,Recycling,488247,Core waste,New South Wales
2008-2009,NSW,Organics,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2008-2009,NSW,Organics,Landfill,Disposal,2738017,Core waste,New South Wales
2008-2009,NSW,Organics,Landfill,Energy recovery,433497,Core waste,New South Wales
2008-2009,NSW,Organics,Recycling,Recycling,1325525,Core waste,New South Wales
2008-2009,NSW,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2008-2009,NSW,Paper & cardboard,Landfill,Disposal,292084,Core waste,New South Wales
2008-2009,NSW,Paper & cardboard,Landfill,Energy recovery,64000,Core waste,New South Wales
2008-2009,NSW,Paper & cardboard,Recycling,Recycling,2310940,Core waste,New South Wales
2008-2009,NSW,Plastics,Landfill,Disposal,868783,Core waste,New South Wales
2008-2009,NSW,Plastics,Recycling,Recycling,70279,Core waste,New South Wales
2008-2009,NSW,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2008-2009,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,240006,Core waste,New South Wales
2008-2009,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,52262,Core waste,New South Wales
2008-2009,NSW,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,22459,Core waste,New South Wales
2008-2009,NSW,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2008-2009,NSW,Unclassified materials,Landfill,Disposal,0,Core waste,New South Wales
2008-2009,NSW,Unclassified materials,Landfill,Energy recovery,0,Core waste,New South Wales
2008-2009,NSW,Unclassified materials,Recycling,Recycling,923000,Core waste,New South Wales
2008-2009,NT,Biosolids,Other disposal,Disposal,1190.947684,Core waste,Northern Territory
2008-2009,NT,Biosolids,Recycling,Recycling,9408.486702,Core waste,Northern Territory
2008-2009,NT,Building and demolition materials,Landfill,Disposal,109940,Core waste,Northern Territory
2008-2009,NT,Building and demolition materials,Recycling,Recycling,100,Core waste,Northern Territory
2008-2009,NT,Glass,Landfill,Disposal,7509,Core waste,Northern Territory
2008-2009,NT,Glass,Recycling,Recycling,4500,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Energy from waste facility,Energy recovery,1218.161463,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Landfill,Disposal,11464.74106,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Other disposal,Disposal,287.6899437,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Recycling,Recycling,11578.39593,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Treatment,Disposal,2062.64649,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Treatment,Energy recovery,769.5234274,Core waste,Northern Territory
2008-2009,NT,Hazardous wastes,Treatment,Recycling,4846.937686,Core waste,Northern Territory
2008-2009,NT,Metals,Landfill,Disposal,9679,Core waste,Northern Territory
2008-2009,NT,Metals,Recycling,Recycling,1320,Core waste,Northern Territory
2008-2009,NT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2008-2009,NT,Organics,Landfill,Disposal,82003,Core waste,Northern Territory
2008-2009,NT,Organics,Landfill,Energy recovery,19523,Core waste,Northern Territory
2008-2009,NT,Organics,Recycling,Recycling,250,Core waste,Northern Territory
2008-2009,NT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2008-2009,NT,Paper & cardboard,Landfill,Disposal,21376,Core waste,Northern Territory
2008-2009,NT,Paper & cardboard,Landfill,Energy recovery,5345,Core waste,Northern Territory
2008-2009,NT,Paper & cardboard,Recycling,Recycling,10050,Core waste,Northern Territory
2008-2009,NT,Plastics,Landfill,Disposal,29983,Core waste,Northern Territory
2008-2009,NT,Plastics,Recycling,Recycling,610,Core waste,Northern Territory
2008-2009,NT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2008-2009,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,5265,Core waste,Northern Territory
2008-2009,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,981,Core waste,Northern Territory
2008-2009,NT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,0,Core waste,Northern Territory
2008-2009,NT,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2008-2009,NT,Unclassified materials,Landfill,Disposal,0,Core waste,Northern Territory
2008-2009,NT,Unclassified materials,Landfill,Energy recovery,0,Core waste,Northern Territory
2008-2009,NT,Unclassified materials,Recycling,Recycling,0,Core waste,Northern Territory
2008-2009,Qld,Ash,Other disposal,Long-term storage,4122879.387,Non-core waste,Queensland
2008-2009,Qld,Ash,Recycling,Recycling,779902.2595,Non-core waste,Queensland
2008-2009,Qld,Biosolids,Other disposal,Disposal,9365.546891,Core waste,Queensland
2008-2009,Qld,Biosolids,Recycling,Recycling,287210.1046,Core waste,Queensland
2008-2009,Qld,Building and demolition materials,Landfill,Disposal,1263629,Core waste,Queensland
2008-2009,Qld,Building and demolition materials,Recycling,Recycling,914600,Core waste,Queensland
2008-2009,Qld,Glass,Landfill,Disposal,128714,Core waste,Queensland
2008-2009,Qld,Glass,Recycling,Recycling,86150,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Energy from waste facility,Energy recovery,12434.50071,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Landfill,Disposal,899490.8513,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Other disposal,Disposal,14119.87734,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Recycling,Recycling,293666.1165,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Treatment,Disposal,59602.77296,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Treatment,Energy recovery,12785.2945,Core waste,Queensland
2008-2009,Qld,Hazardous wastes,Treatment,Recycling,94109.33887,Core waste,Queensland
2008-2009,Qld,Metals,Landfill,Disposal,143758,Core waste,Queensland
2008-2009,Qld,Metals,Recycling,Recycling,716678,Core waste,Queensland
2008-2009,Qld,Organics,Energy from waste facility,Energy recovery,188000,Core waste,Queensland
2008-2009,Qld,Organics,Landfill,Disposal,1545110,Core waste,Queensland
2008-2009,Qld,Organics,Landfill,Energy recovery,117888,Core waste,Queensland
2008-2009,Qld,Organics,Recycling,Recycling,1084358,Core waste,Queensland
2008-2009,Qld,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Queensland
2008-2009,Qld,Paper & cardboard,Landfill,Disposal,444678,Core waste,Queensland
2008-2009,Qld,Paper & cardboard,Landfill,Energy recovery,45668,Core waste,Queensland
2008-2009,Qld,Paper & cardboard,Recycling,Recycling,559974,Core waste,Queensland
2008-2009,Qld,Plastics,Landfill,Disposal,591483,Core waste,Queensland
2008-2009,Qld,Plastics,Recycling,Recycling,28547,Core waste,Queensland
2008-2009,Qld,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Queensland
2008-2009,Qld,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,138843,Core waste,Queensland
2008-2009,Qld,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,10875,Core waste,Queensland
2008-2009,Qld,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,8244,Core waste,Queensland
2008-2009,Qld,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Queensland
2008-2009,Qld,Unclassified materials,Landfill,Disposal,0,Core waste,Queensland
2008-2009,Qld,Unclassified materials,Landfill,Energy recovery,0,Core waste,Queensland
2008-2009,Qld,Unclassified materials,Recycling,Recycling,0,Core waste,Queensland
2008-2009,SA,Ash,Other disposal,Long-term storage,213098.7239,Non-core waste,South Australia
2008-2009,SA,Ash,Recycling,Recycling,223000,Non-core waste,South Australia
2008-2009,SA,Biosolids,Other disposal,Disposal,0,Core waste,South Australia
2008-2009,SA,Biosolids,Recycling,Recycling,137256.3538,Core waste,South Australia
2008-2009,SA,Building and demolition materials,Landfill,Disposal,112939,Core waste,South Australia
2008-2009,SA,Building and demolition materials,Recycling,Recycling,1200212,Core waste,South Australia
2008-2009,SA,Glass,Landfill,Disposal,15942,Core waste,South Australia
2008-2009,SA,Glass,Recycling,Recycling,61552,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Energy from waste facility,Energy recovery,16550.6815,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Landfill,Disposal,64420.70847,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Other disposal,Disposal,13313.27906,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Recycling,Recycling,55796.32971,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Treatment,Disposal,15137.88384,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Treatment,Energy recovery,1001.128688,Core waste,South Australia
2008-2009,SA,Hazardous wastes,Treatment,Recycling,24263.75323,Core waste,South Australia
2008-2009,SA,Metals,Landfill,Disposal,20671,Core waste,South Australia
2008-2009,SA,Metals,Recycling,Recycling,311667,Core waste,South Australia
2008-2009,SA,Organics,Energy from waste facility,Energy recovery,33000,Core waste,South Australia
2008-2009,SA,Organics,Landfill,Disposal,279672,Core waste,South Australia
2008-2009,SA,Organics,Landfill,Energy recovery,75642,Core waste,South Australia
2008-2009,SA,Organics,Recycling,Recycling,503539,Core waste,South Australia
2008-2009,SA,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,South Australia
2008-2009,SA,Paper & cardboard,Landfill,Disposal,62848,Core waste,South Australia
2008-2009,SA,Paper & cardboard,Landfill,Energy recovery,21934,Core waste,South Australia
2008-2009,SA,Paper & cardboard,Recycling,Recycling,204063,Core waste,South Australia
2008-2009,SA,Plastics,Energy from waste facility,Energy recovery,16500,Core waste,South Australia
2008-2009,SA,Plastics,Landfill,Disposal,55444,Core waste,South Australia
2008-2009,SA,Plastics,Landfill,Energy recovery,0,Core waste,South Australia
2008-2009,SA,Plastics,Recycling,Recycling,13778,Core waste,South Australia
2008-2009,SA,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,5500,Core waste,South Australia
2008-2009,SA,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,20691,Core waste,South Australia
2008-2009,SA,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,7172,Core waste,South Australia
2008-2009,SA,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,5080,Core waste,South Australia
2008-2009,SA,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,South Australia
2008-2009,SA,Unclassified materials,Landfill,Disposal,0,Core waste,South Australia
2008-2009,SA,Unclassified materials,Landfill,Energy recovery,0,Core waste,South Australia
2008-2009,SA,Unclassified materials,Recycling,Recycling,0,Core waste,South Australia
2008-2009,Tas,Biosolids,Other disposal,Disposal,308.1519454,Core waste,Tasmania
2008-2009,Tas,Biosolids,Recycling,Recycling,15715.74921,Core waste,Tasmania
2008-2009,Tas,Building and demolition materials,Landfill,Disposal,54667,Core waste,Tasmania
2008-2009,Tas,Building and demolition materials,Recycling,Recycling,107,Core waste,Tasmania
2008-2009,Tas,Glass,Landfill,Disposal,12901,Core waste,Tasmania
2008-2009,Tas,Glass,Recycling,Recycling,7217,Core waste,Tasmania
2008-2009,Tas,Hazardous wastes,Energy from waste facility,Energy recovery,2751.117962,Core waste,Tasmania
